term,id,loan_amnt,home_ownership,emp_length,annual_inc,loan_status,purpose,dti,revol_util,total_rec_late_fee,grade
 36 months,270343,8400,RENT,10,51420,Fully Paid,debt_consolidation,20.96,84.10%,0,B
 36 months,270302,10000,RENT,2,66000,Fully Paid,debt_consolidation,18.2,54.20%,0,B
 36 months,270002,21000,RENT,2,65000,Charged Off,debt_consolidation,2.9,17.70%,0,A
 36 months,269818,8450,RENT,1,2039784,Fully Paid,debt_consolidation,0.13,51.80%,0,B
 36 months,269571,11000,RENT,2,52000,Fully Paid,debt_consolidation,9.39,43.60%,0,B
 36 months,269289,10000,MORTGAGE,1,60000,Fully Paid,car,8.94,44.30%,0,A
 36 months,269256,8800,OWN,7,50000,Fully Paid,debt_consolidation,20.04,59.80%,0,B
 36 months,269127,19000,MORTGAGE,10,144000,Fully Paid,debt_consolidation,1.67,95.10%,0,B
 36 months,268855,15000,MORTGAGE,7,65000,Charged Off,house,11.35,33.30%,0,A
 36 months,268761,7750,RENT,1,30000,Fully Paid,debt_consolidation,24.68,66.80%,0,B
 36 months,268675,12000,RENT,8,31200,Fully Paid,debt_consolidation,17,0%,0,A
 36 months,268549,12000,RENT,4,73660,Fully Paid,debt_consolidation,18.16,71.70%,0,B
 36 months,268516,16000,RENT,10,572400,Fully Paid,wedding,1.61,27.30%,0,A
 36 months,268502,24000,RENT,6,80700,Charged Off,debt_consolidation,15.08,86.50%,0,B
 36 months,268476,20000,MORTGAGE,2,77000,Fully Paid,other,10.25,66%,0,B
 36 months,268379,20000,MORTGAGE,5,44500,Fully Paid,home_improvement,0.81,1.70%,0,A
 36 months,256365,25000,MORTGAGE,1,52000,Charged Off,credit_card,11.86,8.30%,0,A
 36 months,268156,18000,RENT,3,67800,Fully Paid,debt_consolidation,11.01,41.50%,0,A
 36 months,267976,5000,MORTGAGE,8,72000,Fully Paid,debt_consolidation,19.67,92.40%,0,B
 36 months,267736,20000,MORTGAGE,10,120000,Fully Paid,home_improvement,4.19,0%,0,A
 36 months,267686,4700,RENT,1,65000,Fully Paid,credit_card,11.13,41.70%,0,A
 36 months,267516,25000,OWN,1,45000,Charged Off,major_purchase,6.4,54.10%,0,B
 36 months,267477,8000,MORTGAGE,2,62000,Fully Paid,home_improvement,0.81,25.10%,0,A
 36 months,266989,6000,MORTGAGE,1,16800,Fully Paid,debt_consolidation,7.5,94.20%,0,A
 36 months,266963,10600,RENT,6,39048,Charged Off,debt_consolidation,14.9,80.70%,0,B
 36 months,266798,5000,MORTGAGE,10,80000,Fully Paid,home_improvement,3.75,7.10%,0,A
 36 months,248583,18000,RENT,1,80000,Fully Paid,moving,0.86,52.40%,87.63000006,A
 36 months,266544,8000,RENT,8,37440,Fully Paid,debt_consolidation,20.71,52%,0,B
 36 months,256021,24500,MORTGAGE,2,120000,Charged Off,small_business,5.76,62.80%,0,B
 36 months,266327,2925,RENT,5,27000,Fully Paid,debt_consolidation,6.62,49.10%,0,A
 36 months,266282,8000,MORTGAGE,5,40000,Fully Paid,car,18.72,67.70%,0,A
 36 months,266179,7200,RENT,5,83000,Fully Paid,other,5.54,0.80%,0,A
 36 months,266130,14700,RENT,8,37200,Charged Off,debt_consolidation,21.94,43.10%,0,B
 36 months,266047,10000,RENT,3,28600,Fully Paid,other,5.37,54.10%,0,B
 36 months,265904,16000,RENT,3,139992,Fully Paid,debt_consolidation,3.4,33.40%,0,B
 36 months,265836,7000,MORTGAGE,1,93000,Charged Off,other,10.86,32.90%,44.99316444,A
 36 months,265613,12000,MORTGAGE,10,1.00E+05,Fully Paid,debt_consolidation,18.55,89.60%,0,B
 36 months,265521,10000,RENT,5,24000,Charged Off,major_purchase,2.7,16.10%,0,A
 36 months,249955,25000,RENT,2,66000,Charged Off,wedding,22.45,32.80%,85.57849768,B
 36 months,265117,10000,OWN,1,30000,Fully Paid,other,8.56,46.50%,0,B
 36 months,265115,11000,OWN,1,20400,Charged Off,debt_consolidation,6.82,84.50%,0,B
 36 months,265097,7000,RENT,4,42000,Fully Paid,debt_consolidation,2.74,40.10%,0,A
 36 months,265076,5000,RENT,4,56016,Fully Paid,debt_consolidation,21.32,98.30%,0,B
 36 months,265007,19275,RENT,8,33600,Charged Off,debt_consolidation,9.86,56.70%,99.4638733,B
 36 months,264923,15000,MORTGAGE,1,55000,Charged Off,debt_consolidation,15.1,14.80%,24.11268174,A
 36 months,264886,11000,OWN,2,50004,Fully Paid,debt_consolidation,20.93,93.20%,0,B
 36 months,264792,10000,MORTGAGE,4,109200,Fully Paid,home_improvement,6.4,44.10%,0,A
 36 months,264754,5000,RENT,7,69600,Charged Off,debt_consolidation,15.72,43.30%,0,A
 36 months,264630,5600,RENT,1,40000,Fully Paid,other,7.47,43.80%,14.99999999,A
 36 months,264499,15000,RENT,10,57720,Fully Paid,debt_consolidation,8.61,45.50%,0,B
 36 months,264267,15000,MORTGAGE,1,26000,Charged Off,home_improvement,5.77,2.90%,0,A
 36 months,264003,21000,OWN,1,45000,Fully Paid,vacation,1.79,0.60%,0,A
 36 months,263906,5000,RENT,10,50433,Fully Paid,debt_consolidation,6.95,70.80%,0,A
 36 months,263741,8000,MORTGAGE,3,24000,Fully Paid,debt_consolidation,9.8,63.70%,0,B
 36 months,263697,14500,RENT,3,65000,Charged Off,debt_consolidation,8.6,95.70%,0,B
 36 months,263677,1000,OWN,6,38000,Fully Paid,major_purchase,20.53,46.20%,0,A
 36 months,263180,10000,RENT,4,30000,Fully Paid,debt_consolidation,15.44,75.30%,0,B
 36 months,262961,900,OWN,4,57000,Fully Paid,home_improvement,0.32,3.30%,0,A
 36 months,262669,10000,RENT,2,117000,Fully Paid,other,0,0%,0,A
 36 months,262618,14275,RENT,10,135000,Fully Paid,credit_card,11.18,56%,0,A
 36 months,262563,15600,RENT,7,48000,Charged Off,debt_consolidation,14.58,62.60%,0,A
 36 months,262215,20000,RENT,4,65000,Fully Paid,debt_consolidation,20.09,74.30%,0,B
 36 months,262113,5800,RENT,1,35020,Fully Paid,major_purchase,0.72,5.20%,0,A
 36 months,249164,25000,MORTGAGE,3,144000,Fully Paid,small_business,3.84,8.70%,0,A
 36 months,262041,6000,MORTGAGE,7,60000,Fully Paid,small_business,13.16,55%,0,A
 36 months,261972,10000,RENT,2,35400,Charged Off,debt_consolidation,13.19,88%,4.41,B
 36 months,261456,3000,RENT,10,36000,Fully Paid,debt_consolidation,2.6,23.40%,0,A
 36 months,261382,9500,MORTGAGE,1,75000,Fully Paid,debt_consolidation,11.3,71.40%,0,B
 36 months,261281,10000,MORTGAGE,10,75000,Fully Paid,home_improvement,14.8,45.70%,0,B
 36 months,260928,12000,RENT,1,38000,Fully Paid,debt_consolidation,8.72,70.90%,0,B
 36 months,260801,10000,RENT,1,65000,Fully Paid,credit_card,11.69,63.30%,0,A
 36 months,260597,6000,RENT,1,25200,Fully Paid,debt_consolidation,5.43,40.60%,0,A
 36 months,260368,3000,MORTGAGE,1,39600,Fully Paid,debt_consolidation,0.91,27.10%,0,A
 36 months,260324,10000,RENT,5,71600,Charged Off,small_business,3.35,73.10%,0,B
 36 months,260277,10000,OWN,10,34000,Fully Paid,debt_consolidation,23.96,45.50%,0,B
 36 months,238360,12000,RENT,1,25000,Fully Paid,credit_card,16.75,50.70%,19.30999999,A
 36 months,260113,9000,RENT,8,36120,Fully Paid,debt_consolidation,14.45,25.30%,0,A
 36 months,260049,15000,MORTGAGE,1,65000,Fully Paid,debt_consolidation,15.6,63.90%,25.82000004,B
 36 months,259968,10000,RENT,2,30000,Fully Paid,debt_consolidation,13.16,31%,0,A
 36 months,259956,24000,MORTGAGE,8,150000,Fully Paid,debt_consolidation,0.22,5.80%,0,A
 36 months,259945,20000,RENT,9,52559,Fully Paid,debt_consolidation,13.11,39.80%,0,A
 36 months,259595,10000,RENT,1,38000,Fully Paid,debt_consolidation,3.22,63%,0,A
 36 months,259505,20000,MORTGAGE,1,80000,Fully Paid,debt_consolidation,20.73,64.10%,0,B
 36 months,259414,3975,MORTGAGE,2,24000,Fully Paid,credit_card,21.9,82.30%,0,B
 36 months,259032,25000,MORTGAGE,5,2.00E+05,Fully Paid,other,4.95,0%,0,A
 36 months,258870,16000,RENT,1,39996,Fully Paid,debt_consolidation,19.23,77.90%,0,A
 36 months,258828,20000,RENT,3,38000,Fully Paid,small_business,4.04,91.30%,0,B
 36 months,258717,20500,RENT,2,38400,Charged Off,debt_consolidation,15.72,32.30%,33.5230109,B
 36 months,258652,12000,RENT,1,45000,Fully Paid,debt_consolidation,22.67,66.70%,0,B
 36 months,258644,15000,RENT,5,53307,Fully Paid,debt_consolidation,11.37,0.30%,0,A
 36 months,258603,15000,RENT,4,45000,Charged Off,debt_consolidation,6.08,78%,0,B
 36 months,258521,7200,RENT,1,48000,Fully Paid,credit_card,12.63,44.70%,0,A
 36 months,257612,9000,OWN,1,45000,Fully Paid,debt_consolidation,8.29,59.70%,30.00000005,B
 36 months,257346,10000,RENT,2,52000,Fully Paid,debt_consolidation,12.02,46.70%,0,B
 36 months,257223,4000,RENT,6,32400,Fully Paid,home_improvement,16.26,27.30%,0,A
 36 months,257019,5000,MORTGAGE,2,34500,Fully Paid,credit_card,1.46,21.50%,0,A
 36 months,256991,15000,MORTGAGE,3,107000,Charged Off,debt_consolidation,15.81,86.80%,0,B
 36 months,256704,10000,MORTGAGE,10,58000,Charged Off,debt_consolidation,24.72,58.60%,0,B
 36 months,256488,12800,MORTGAGE,9,1.00E+05,Fully Paid,debt_consolidation,10.51,25.40%,0,A
 36 months,256458,3000,RENT,10,78000,Fully Paid,debt_consolidation,14.8,77%,0,B
 36 months,256450,6350,RENT,1,80415,Fully Paid,debt_consolidation,20.15,93.10%,0,B
 36 months,256406,11000,RENT,1,60000,Fully Paid,other,0.4,28.40%,0,A
 36 months,242839,25000,MORTGAGE,4,37000,Fully Paid,small_business,8.53,7.60%,0,A
 36 months,256019,11800,OWN,10,60000,Fully Paid,debt_consolidation,7.8,32.60%,0,A
 36 months,255888,5275,RENT,3,45000,Fully Paid,debt_consolidation,20.69,28.20%,0,A
 36 months,255845,9600,RENT,8,36996,Fully Paid,other,20.63,72.70%,0,B
 36 months,255171,5000,RENT,1,31920,Fully Paid,debt_consolidation,10.71,7.90%,0,A
 36 months,255150,25000,RENT,1,1.00E+05,Fully Paid,credit_card,18.88,33.10%,0,B
 36 months,254979,10000,MORTGAGE,2,25000,Fully Paid,small_business,12.14,9.20%,31.34,A
 36 months,254762,7200,RENT,1,37000,Fully Paid,credit_card,24.31,14.50%,0,B
 36 months,203424,9325,RENT,4,30000,Fully Paid,debt_consolidation,21.88,82.50%,0,B
 36 months,254533,7600,RENT,10,76554,Fully Paid,debt_consolidation,4.62,47.90%,0,B
 36 months,254378,10000,MORTGAGE,10,92400,Charged Off,home_improvement,10.74,66.70%,0,B
 36 months,241659,12100,RENT,2,54000,Fully Paid,debt_consolidation,11.02,54.80%,0,A
 36 months,242642,16600,MORTGAGE,1,20000,Fully Paid,small_business,4.68,11.60%,0,A
 36 months,254250,3975,OWN,1,17721,Fully Paid,debt_consolidation,15.51,17%,0,B
 36 months,254201,17000,MORTGAGE,10,104000,Fully Paid,credit_card,20.12,91.80%,0,B
 36 months,253987,3000,RENT,2,41000,Fully Paid,car,16.92,42.40%,0,B
 36 months,253973,10000,OWN,3,24605,Fully Paid,other,9.17,70.30%,0,B
 36 months,253766,15000,RENT,2,36000,Charged Off,home_improvement,5.17,53.60%,79.02682921,B
 36 months,253727,4500,OWN,2,10000,Fully Paid,car,0,0%,0,A
 36 months,253601,16000,RENT,7,51648,Fully Paid,debt_consolidation,11.13,90.50%,0,B
 36 months,253427,15000,RENT,10,69400,Fully Paid,other,3.29,34%,0,B
 36 months,253425,6000,RENT,4,33600,Fully Paid,debt_consolidation,20.11,45.70%,0,A
 36 months,219070,6000,RENT,2,50000,Fully Paid,car,5.06,63.40%,0,A
 36 months,253227,750,RENT,1,19000,Fully Paid,credit_card,24,84.90%,0,B
 36 months,253222,20000,RENT,3,60000,Fully Paid,debt_consolidation,10.06,39.10%,0,A
 36 months,242356,19200,RENT,10,79636,Fully Paid,debt_consolidation,7.16,56.40%,0,B
 36 months,253085,18000,OWN,10,60000,Charged Off,debt_consolidation,22.4,54.70%,0,B
 36 months,239843,20000,OWN,10,80000,Charged Off,medical,0.22,18.60%,0,A
 36 months,253020,15075,MORTGAGE,10,42000,Fully Paid,small_business,23.29,11.30%,0,B
 36 months,252973,2500,RENT,3,36000,Fully Paid,other,0.5,59.30%,0,A
 36 months,252729,15000,MORTGAGE,5,1.00E+05,Fully Paid,small_business,2.32,33.50%,0,B
 36 months,238935,7000,MORTGAGE,10,88000,Fully Paid,major_purchase,13.28,21%,0,A
 36 months,252482,10800,RENT,4,82600,Fully Paid,educational,11.89,24.30%,0,A
 36 months,251996,5000,RENT,1,28000,Fully Paid,small_business,0.43,1.50%,0,A
 36 months,251789,10000,RENT,1,54996,Fully Paid,debt_consolidation,13.16,78.70%,0,B
 36 months,251682,3000,RENT,1,17573,Fully Paid,debt_consolidation,12.7,3.70%,0,A
 36 months,251663,2725,RENT,2,52000,Fully Paid,debt_consolidation,14.45,24.70%,0,B
 36 months,251214,6000,RENT,1,60000,Fully Paid,debt_consolidation,9.82,45.90%,0,A
 36 months,251142,17000,MORTGAGE,1,60000,Fully Paid,home_improvement,0.6,3.20%,0,A
 36 months,250951,15250,MORTGAGE,10,75000,Fully Paid,debt_consolidation,15.14,84.50%,0,B
 36 months,226735,3000,RENT,1,35244,Charged Off,credit_card,24.79,73.70%,0,B
 36 months,233852,9500,OWN,10,74600,Fully Paid,debt_consolidation,8.22,48.60%,0,B
 36 months,249699,20050,RENT,10,26000,Charged Off,small_business,9.14,3.50%,0,A
 36 months,249999,10000,MORTGAGE,6,115000,Fully Paid,small_business,12,53.50%,0,A
 36 months,199486,8000,RENT,10,120000,Charged Off,other,11.28,80.60%,0,A
 36 months,250699,5000,RENT,10,25000,Fully Paid,debt_consolidation,4.56,47.10%,0,B
 36 months,250422,4000,RENT,1,63000,Fully Paid,small_business,2.7,8.10%,0,A
 36 months,249972,10000,RENT,10,30000,Charged Off,debt_consolidation,13.4,83.40%,0,B
 36 months,249942,5000,RENT,4,37500,Fully Paid,debt_consolidation,5.73,60.30%,0,B
 36 months,249840,6000,MORTGAGE,1,32388,Fully Paid,debt_consolidation,11.12,0%,0,A
 36 months,248927,6000,RENT,1,40000,Fully Paid,credit_card,16.17,60%,0,A
 36 months,248841,6000,OWN,10,75000,Fully Paid,other,2.54,2.80%,0,A
 36 months,248817,6000,RENT,10,58800,Charged Off,debt_consolidation,6,34.20%,14.98693759,B
 36 months,248539,10000,MORTGAGE,10,49600,Fully Paid,debt_consolidation,8.4,93.90%,0,B
 36 months,211586,4000,RENT,1,57600,Fully Paid,wedding,1.33,8.20%,0,A
 36 months,248498,19500,RENT,1,90000,Fully Paid,debt_consolidation,1.95,17.60%,0,A
 36 months,248304,6000,RENT,5,42328,Fully Paid,debt_consolidation,10.8,15.60%,0,A
 36 months,248130,1450,OWN,1,65000,Fully Paid,educational,7.74,48.50%,0,A
 36 months,248108,3000,RENT,1,23000,Fully Paid,wedding,12.05,7.80%,0,A
 36 months,247424,8000,RENT,2,215000,Fully Paid,medical,17.66,92.40%,0,A
 36 months,247062,6225,RENT,1,20400,Fully Paid,debt_consolidation,18.35,55.40%,0,A
 36 months,246553,9100,RENT,2,49200,Fully Paid,credit_card,7.37,83.80%,0,B
 36 months,246516,8500,RENT,5,50004,Fully Paid,debt_consolidation,17.33,26.60%,0,A
 36 months,246276,10100,RENT,1,29136,Charged Off,debt_consolidation,15.82,65.30%,0,B
 36 months,246179,5100,MORTGAGE,6,59000,Fully Paid,credit_card,7.08,35.90%,0,A
 36 months,245846,2500,RENT,1,22000,Fully Paid,other,22.25,10.50%,0,A
 36 months,245765,9900,MORTGAGE,10,101400,Fully Paid,credit_card,3.19,8.20%,0,A
 36 months,245733,6400,MORTGAGE,1,101400,Fully Paid,credit_card,0.83,8.20%,0,A
 36 months,245190,6000,MORTGAGE,8,36000,Fully Paid,debt_consolidation,14.77,45.50%,0,B
 36 months,245124,1500,RENT,3,42000,Fully Paid,other,18.14,63.80%,0,A
 36 months,233978,2500,OWN,1,31000,Fully Paid,debt_consolidation,10.61,10.80%,0,A
 36 months,244872,3000,MORTGAGE,1,75000,Fully Paid,home_improvement,1.49,39.20%,0,A
 36 months,244437,17350,OWN,6,44000,Fully Paid,debt_consolidation,18.52,70.50%,0,B
 36 months,244261,2900,RENT,1,19000,Fully Paid,credit_card,6.32,24%,0,A
 36 months,244029,800,MORTGAGE,2,35000,Fully Paid,debt_consolidation,7.65,29.80%,0,A
 36 months,243957,7500,MORTGAGE,1,45000,Fully Paid,debt_consolidation,5.57,0.30%,14.99999996,A
 36 months,243737,7000,RENT,2,27600,Fully Paid,debt_consolidation,17.78,48.60%,0,A
 36 months,243622,10400,RENT,3,31400,Fully Paid,debt_consolidation,4.74,35.30%,16.95000004,A
 36 months,243430,13000,MORTGAGE,1,83000,Fully Paid,other,3.92,15.10%,0,B
 36 months,243406,6000,MORTGAGE,9,2.00E+05,Fully Paid,car,4.84,0%,0,A
 36 months,243314,2600,RENT,1,28000,Fully Paid,debt_consolidation,14.57,31%,0,A
 36 months,243280,6000,RENT,1,39000,Fully Paid,credit_card,11.2,52.90%,0,A
 36 months,243243,4600,RENT,1,42000,Fully Paid,debt_consolidation,5.91,16.30%,0,A
 36 months,243207,7400,RENT,8,69000,Fully Paid,debt_consolidation,12.57,31.60%,0,A
 36 months,243130,6000,OWN,10,48000,Fully Paid,other,14.08,16.30%,0,A
 36 months,243078,6000,RENT,5,43000,Fully Paid,house,17.47,40.40%,0,A
 36 months,243046,10325,RENT,10,70000,Charged Off,debt_consolidation,9.05,90.60%,0,B
 36 months,242695,500,MORTGAGE,1,7904.04,Fully Paid,vacation,3.04,3.70%,0,A
 36 months,242452,3200,RENT,1,18000,Fully Paid,other,14.38,0%,0,A
 36 months,242333,10425,OWN,4,60000,Charged Off,other,6.02,0.70%,33.31666089,A
 36 months,242260,10150,MORTGAGE,1,90096,Fully Paid,debt_consolidation,6.61,73.70%,116.1000001,B
 36 months,242229,12000,RENT,10,82000,Fully Paid,debt_consolidation,15.12,81.80%,0,B
 36 months,242092,6400,MORTGAGE,10,50000,Fully Paid,credit_card,13.99,39.60%,15,A
 36 months,241850,1500,MORTGAGE,2,17544,Fully Paid,debt_consolidation,9.37,31.10%,0,A
 36 months,208728,8775,RENT,8,45600,Fully Paid,other,15.53,44.20%,0,B
 36 months,241536,13450,RENT,4,35000,Fully Paid,debt_consolidation,19.71,88.40%,0,B
 36 months,241502,3000,RENT,3,25000,Fully Paid,medical,1.54,28.70%,0,A
 36 months,241117,6000,RENT,5,38000,Fully Paid,debt_consolidation,13.42,36.80%,0,A
 36 months,240974,5450,OWN,10,74000,Fully Paid,debt_consolidation,11.25,54.30%,0,B
 36 months,240361,4225,RENT,10,48000,Fully Paid,debt_consolidation,11.93,37.10%,0,A
 36 months,240220,1300,RENT,10,47000,Fully Paid,debt_consolidation,18.15,48%,14.99999999,A
 36 months,240105,5950,RENT,3,35427,Fully Paid,debt_consolidation,15.38,42.40%,0,B
 36 months,239761,10500,MORTGAGE,1,57400,Fully Paid,credit_card,12.86,10.20%,0,A
 36 months,239690,15450,MORTGAGE,5,42000,Charged Off,debt_consolidation,19.71,87.20%,52.26222671,B
 36 months,238989,10000,RENT,1,45000,Fully Paid,debt_consolidation,4.88,94.20%,0,A
 36 months,238983,10000,RENT,1,51600,Fully Paid,debt_consolidation,9.6,23.20%,16.02,A
 36 months,238612,2000,RENT,1,30000,Fully Paid,credit_card,3.68,15.90%,0,A
 36 months,238587,8000,MORTGAGE,3,36000,Fully Paid,debt_consolidation,21.33,11.10%,0,A
 36 months,238327,15000,MORTGAGE,5,62500,Fully Paid,debt_consolidation,15.28,34.50%,0,B
 36 months,237883,12000,MORTGAGE,10,49853,Fully Paid,debt_consolidation,24.22,60.70%,0,B
 36 months,237880,7500,RENT,8,64000,Fully Paid,wedding,0.58,30.10%,0,A
 36 months,237776,7000,MORTGAGE,10,33000,Fully Paid,wedding,10.04,2.10%,0,A
 36 months,237549,4000,MORTGAGE,10,65000,Fully Paid,home_improvement,9.25,5.30%,0,A
 36 months,237452,15000,MORTGAGE,2,202000,Fully Paid,home_improvement,17.08,67.30%,0,B
 36 months,237246,8000,RENT,1,35000,Fully Paid,medical,1.03,12.80%,0,A
 36 months,236199,20000,RENT,1,48000,Fully Paid,debt_consolidation,2.1,83.60%,0,B
 36 months,235704,10000,MORTGAGE,3,65000,Fully Paid,credit_card,23.89,65.10%,0,B
 36 months,235269,18000,RENT,1,64000,Charged Off,other,5.25,12.10%,0,A
 36 months,235094,15000,MORTGAGE,10,55000,Fully Paid,debt_consolidation,12.28,2.30%,0,A
 36 months,234707,21000,MORTGAGE,10,237000,Fully Paid,small_business,2.7,1.20%,0,A
 36 months,234585,12000,MORTGAGE,5,78000,Fully Paid,debt_consolidation,15.74,31.90%,0,A
 36 months,234451,19000,MORTGAGE,1,69000,Fully Paid,debt_consolidation,11.29,20.70%,0,A
 36 months,232947,11225,MORTGAGE,10,30000,Fully Paid,debt_consolidation,19.52,71.70%,0,B
 36 months,232917,3000,MORTGAGE,10,55200,Fully Paid,debt_consolidation,12.85,89.60%,0,B
 36 months,232726,10000,RENT,2,40000,Fully Paid,debt_consolidation,15.93,76.40%,0,B
 36 months,232568,4000,MORTGAGE,10,50000,Fully Paid,home_improvement,15.5,37.20%,0,B
 36 months,232488,25000,MORTGAGE,10,186063,Fully Paid,home_improvement,1.88,77%,0,A
 36 months,232302,25000,MORTGAGE,9,72000,Fully Paid,small_business,8.98,14.40%,0,A
 36 months,231935,12000,RENT,1,20000,Fully Paid,educational,8.88,2.60%,0,A
 36 months,231540,1800,RENT,1,73000,Fully Paid,other,21.01,89.80%,0,B
 36 months,231321,10000,RENT,5,22200,Fully Paid,debt_consolidation,5.24,8.70%,0,A
 36 months,231005,8525,RENT,10,110000,Charged Off,debt_consolidation,18.58,80.30%,0,B
 36 months,230545,2500,MORTGAGE,1,107000,Fully Paid,credit_card,16.37,80%,0,B
 36 months,230185,8000,MORTGAGE,4,78000,Fully Paid,credit_card,16.75,37.10%,0,B
 36 months,229930,25000,MORTGAGE,2,90000,Fully Paid,debt_consolidation,17.11,97.80%,0,B
 36 months,229565,7000,RENT,7,69500,Fully Paid,credit_card,16.51,98%,0,B
 36 months,229276,15000,MORTGAGE,10,66000,Fully Paid,debt_consolidation,2.42,0%,0,B
 36 months,228923,15000,RENT,10,32000,Charged Off,debt_consolidation,4.8,39.40%,0,B
 36 months,228892,23000,RENT,3,95000,Charged Off,credit_card,16.07,10.30%,0,B
 36 months,228424,20000,MORTGAGE,2,50000,Fully Paid,debt_consolidation,20.42,71.80%,0,B
 36 months,227773,9800,MORTGAGE,1,60000,Fully Paid,credit_card,9.2,1.90%,0,A
 36 months,227568,12800,MORTGAGE,1,65000,Fully Paid,debt_consolidation,7.26,51.40%,0,A
 36 months,227383,10800,RENT,3,24000,Fully Paid,small_business,10.1,18%,0,A
 36 months,226780,11200,MORTGAGE,10,80000,Charged Off,small_business,7.56,81%,54.8007511,B
 36 months,226154,5000,MORTGAGE,10,72000,Fully Paid,car,22.57,75.60%,0,B
 36 months,225897,4000,RENT,1,36000,Fully Paid,debt_consolidation,7.07,53.40%,0,A
 36 months,225812,20000,MORTGAGE,9,375000,Fully Paid,home_improvement,0.63,0%,0,B
 36 months,227538,12000,RENT,10,40000,Fully Paid,debt_consolidation,10.14,11%,0,A
 36 months,225054,9000,MORTGAGE,6,85000,Fully Paid,debt_consolidation,21.8,48.70%,0,B
 36 months,224984,4800,RENT,2,46000,Fully Paid,debt_consolidation,11.37,56.60%,0,B
 36 months,224894,8000,RENT,3,50000,Fully Paid,other,8.78,0%,0,A
 36 months,224614,15000,RENT,2,2.00E+05,Fully Paid,medical,15.46,95.10%,0,B
 36 months,224541,20000,MORTGAGE,1,57860,Fully Paid,debt_consolidation,10.14,70%,0,B
 36 months,224381,25000,MORTGAGE,6,113000,Charged Off,debt_consolidation,24.84,93.80%,44.03599991,B
 36 months,224210,15000,RENT,3,1.00E+05,Fully Paid,debt_consolidation,14.32,98.80%,0,B
 36 months,223992,7200,MORTGAGE,3,175000,Fully Paid,credit_card,15.11,13.70%,0,A
 36 months,223626,20000,RENT,1,115500,Fully Paid,debt_consolidation,16.2,42.10%,0,A
 36 months,223345,14000,MORTGAGE,1,75000,Charged Off,debt_consolidation,16.54,39.40%,0,A
 36 months,223308,7500,MORTGAGE,1,85000,Fully Paid,small_business,1.78,50.50%,0,B
 36 months,223015,24000,RENT,1,75000,Fully Paid,debt_consolidation,15.38,77.30%,0,B
 36 months,222829,14400,RENT,10,88068,Fully Paid,debt_consolidation,9.96,16.50%,0,A
 36 months,222492,18900,MORTGAGE,1,44000,Fully Paid,other,9.79,0%,0,A
 36 months,222179,9600,MORTGAGE,4,62000,Charged Off,credit_card,13.12,40.30%,0,A
 36 months,221301,22000,MORTGAGE,9,90000,Fully Paid,credit_card,13.04,30.80%,0,B
 36 months,221264,15000,MORTGAGE,7,1.00E+05,Fully Paid,debt_consolidation,15.82,88.80%,49.86,B
 36 months,220873,10000,OWN,10,120000,Charged Off,small_business,6.31,89.30%,0,B
 36 months,220023,1850,RENT,4,35000,Fully Paid,other,11.59,19%,0,A
 36 months,219967,6000,MORTGAGE,1,40500,Fully Paid,debt_consolidation,12.5,42.40%,0,A
 36 months,222488,18500,MORTGAGE,6,31000,Fully Paid,debt_consolidation,16.49,37.90%,0,A
 36 months,219425,2500,RENT,1,62000,Charged Off,debt_consolidation,19.29,34.40%,59.89023416,B
 36 months,219315,12000,MORTGAGE,1,45000,Charged Off,debt_consolidation,4.67,38.10%,0,B
 36 months,219178,5000,MORTGAGE,1,60000,Fully Paid,debt_consolidation,0,6.40%,0,B
 36 months,219000,5500,RENT,3,37000,Fully Paid,car,16.74,48.60%,0,A
 36 months,218680,13500,RENT,1,37200,Fully Paid,debt_consolidation,12.58,33%,0,B
 36 months,218343,2150,MORTGAGE,10,11029,Charged Off,wedding,19.15,0.20%,0,B
 36 months,218331,10000,RENT,6,24000,Charged Off,major_purchase,0,12.10%,31.21951223,A
 36 months,218325,16000,RENT,2,43000,Fully Paid,debt_consolidation,14.82,42.30%,0,B
 36 months,218282,11000,MORTGAGE,1,52500,Charged Off,debt_consolidation,17.94,52.10%,0,B
 36 months,217987,4000,OWN,2,32000,Fully Paid,wedding,0.38,38.60%,0,B
 36 months,217788,9300,RENT,3,62000,Fully Paid,credit_card,20.09,64%,0,B
 36 months,217723,15000,RENT,4,84000,Fully Paid,wedding,19.86,28.60%,0,A
 36 months,217118,12500,RENT,1,36000,Fully Paid,debt_consolidation,11.9,91%,0,B
 36 months,217100,24625,RENT,10,84000,Fully Paid,small_business,23.04,93.40%,0,B
 36 months,217041,10000,RENT,1,55000,Fully Paid,debt_consolidation,7.59,20.40%,0,A
 36 months,216940,11200,RENT,1,45000,Fully Paid,debt_consolidation,21.33,66.30%,0,B
 36 months,216698,500,MORTGAGE,3,26000,Fully Paid,small_business,14.17,60.70%,0,A
 36 months,216540,15000,RENT,1,48000,Fully Paid,debt_consolidation,19.05,64.40%,0,B
 36 months,216508,8000,MORTGAGE,10,60000,Fully Paid,major_purchase,9.58,13.70%,0,A
 36 months,216181,10000,MORTGAGE,10,115500,Fully Paid,other,2.89,0%,0,A
 36 months,216083,21000,MORTGAGE,10,75000,Fully Paid,debt_consolidation,21.84,72.70%,0,B
 36 months,216013,7200,RENT,10,32496,Fully Paid,other,15.84,33.30%,0,A
